id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
25411802,2019-05-19 3:35:29 pm GMT+09:00,2019-05-19,2019-05-19 06:35:29 UTC,Osaka,384271,mattrempel,2019-05-19 22:58:16 UTC,2020-07-15 03:25:48 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25411802,https://inaturalist-open-data.s3.amazonaws.com/photos/39352693/medium.jpeg?1558306703,,"",,1,0,false,2,"8-17 Nishikōen, Chūō-ku, Fukuoka, 810-0061, Japan",33.5950012207,130.3741607666,,,,,false,gps,gps,heart-leaf ice plant,Mesembryanthemum cordifolium,heart-leaf ice plant,Plantae,589815
25418429,2019-05-20 9:48:43 am GMT+09:00,2019-05-20,2019-05-20 00:48:43 UTC,Osaka,384271,mattrempel,2019-05-20 00:49:46 UTC,2019-05-20 03:11:23 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25418429,https://inaturalist-open-data.s3.amazonaws.com/photos/39363713/medium.jpeg?1558313395,,"",,1,0,false,2,"Tojinmachi, Chuo Ward, Fukuoka, 810-0063, Japan",33.5936126709,130.3699951172,,,,open,false,gps,gps,White-cheeked Starling,Spodiopsar cineraceus,White-cheeked Starling,Aves,547179
25419677,2019/05/19 12:57 AM EDT,2019-05-19,2019-05-19 04:57:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:48 UTC,2019-05-20 05:18:34 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419677,https://inaturalist-open-data.s3.amazonaws.com/photos/39365626/medium.jpg?1558314710,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
25419679,2019/05/19 1:00 AM EDT,2019-05-19,2019-05-19 05:00:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:49 UTC,2019-05-20 05:18:40 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419679,https://inaturalist-open-data.s3.amazonaws.com/photos/39365657/medium.jpg?1558314724,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
25419680,2019/05/19 12:59 AM EDT,2019-05-19,2019-05-19 04:59:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:49 UTC,2019-05-20 10:32:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419680,https://inaturalist-open-data.s3.amazonaws.com/photos/39365650/medium.jpg?1558314720,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Great Cormorant,Phalacrocorax carbo,Great Cormorant,Aves,4270
25419686,2019/05/19 2:19 AM EDT,2019-05-19,2019-05-19 06:19:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:56 UTC,2021-09-19 22:27:03 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419686,https://inaturalist-open-data.s3.amazonaws.com/photos/39365699/medium.jpg?1558314744,,"",,4,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Eastern Spot-billed Duck,Anas zonorhyncha,Eastern Spot-billed Duck,Aves,72504
25419687,2019/05/19 2:04 AM EDT,2019-05-19,2019-05-19 06:04:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:56 UTC,2019-06-04 07:40:36 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419687,https://inaturalist-open-data.s3.amazonaws.com/photos/39365693/medium.jpg?1558314738,,"",,0,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25419690,2019/05/19 2:22 AM EDT,2019-05-19,2019-05-19 06:22:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:58 UTC,2019-06-08 03:36:10 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419690,https://inaturalist-open-data.s3.amazonaws.com/photos/39365726/medium.jpg?1558314755,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,,false,,,Japanese Blue Crab,Portunus trituberculatus,Japanese Blue Crab,Animalia,354380
25419691,2019/05/19 2:25 AM EDT,2019-05-19,2019-05-19 06:25:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:15:58 UTC,2019-09-06 07:23:05 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419691,https://inaturalist-open-data.s3.amazonaws.com/photos/39365734/medium.jpg?1558314761,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Héron cendré,Ardea cinerea,Grey Heron,Aves,4954
25419692,2019/05/19 2:27 AM EDT,2019-05-19,2019-05-19 06:27:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:00 UTC,2019-06-04 07:39:34 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419692,https://inaturalist-open-data.s3.amazonaws.com/photos/39365744/medium.jpg?1558314768,,"",,0,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25419693,2019/05/19 2:31 AM EDT,2019-05-19,2019-05-19 06:31:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:00 UTC,2019-06-04 07:39:28 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419693,https://inaturalist-open-data.s3.amazonaws.com/photos/39365756/medium.jpg?1558314778,,"",,0,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25419695,2019/05/19 2:46 AM EDT,2019-05-19,2019-05-19 06:46:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:01 UTC,2019-05-20 02:16:50 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419695,https://inaturalist-open-data.s3.amazonaws.com/photos/39365774/medium.jpg?1558314791,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Aves,13851
25419698,2019/05/19 2:56 AM EDT,2019-05-19,2019-05-19 06:56:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:01 UTC,2019-05-20 04:53:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419698,https://inaturalist-open-data.s3.amazonaws.com/photos/39365790/medium.jpg?1558314804,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
25419699,2019/05/19 2:56 AM EDT,2019-05-19,2019-05-19 06:56:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:03 UTC,2019-05-20 04:53:43 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419699,https://inaturalist-open-data.s3.amazonaws.com/photos/39365800/medium.jpg?1558314808,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
25419700,2019/05/19 4:28 AM EDT,2019-05-19,2019-05-19 08:28:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:04 UTC,2019-05-20 02:16:23 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419700,https://inaturalist-open-data.s3.amazonaws.com/photos/39365811/medium.jpg?1558314815,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Barn Swallow,Hirundo rustica,Barn Swallow,Aves,11901
25419701,2019/05/19 5:25 AM EDT,2019-05-19,2019-05-19 09:25:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:04 UTC,2019-05-20 06:16:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419701,https://inaturalist-open-data.s3.amazonaws.com/photos/39365833/medium.jpg?1558314829,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25419702,2019/05/19 5:50 AM EDT,2019-05-19,2019-05-19 09:50:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:06 UTC,2019-05-20 06:16:15 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419702,https://inaturalist-open-data.s3.amazonaws.com/photos/39365849/medium.jpg?1558314837,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25419703,2019/05/19 6:16 AM EDT,2019-05-19,2019-05-19 10:16:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:07 UTC,2019-09-06 07:23:04 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419703,https://inaturalist-open-data.s3.amazonaws.com/photos/39365921/medium.jpg?1558314883,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Héron cendré,Ardea cinerea,Grey Heron,Aves,4954
25419706,2019/05/19 5:51 AM EDT,2019-05-19,2019-05-19 09:51:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 01:16:10 UTC,2019-05-20 06:16:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25419706,https://inaturalist-open-data.s3.amazonaws.com/photos/39365872/medium.jpg?1558314852,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5921857303,130.3694164611,2372,2372,,open,false,,,Large-billed Crow,Corvus macrorhynchos,Large-billed Crow,Aves,8026
25427229,2019-05-20 1:33:30 pm GMT+09:00,2019-05-20,2019-05-20 04:33:30 UTC,Osaka,384271,mattrempel,2019-05-20 04:35:23 UTC,2019-07-02 16:17:46 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25427229,https://inaturalist-open-data.s3.amazonaws.com/photos/39379758/medium.jpeg?1558326929,,"",,2,0,false,2,"Japan, 〒810-0051 Fukuoka, Chūō-ku, Ōhorikōen, 1−３ ボートハウス大濠パーク",33.5891685486,130.3761138916,,,,open,false,gps,gps,"Herons, Egrets, and Bitterns",Ardeidae,"Herons, Egrets, and Bitterns",Aves,4929
25427236,"May 20, 2019 · 12:34 AM EDT",2019-05-20,2019-05-20 04:34:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-20 04:35:44 UTC,2019-12-30 22:55:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25427236,https://inaturalist-open-data.s3.amazonaws.com/photos/39379765/medium.jpeg?1558326949,,"","",2,0,false,2,"Japan, 〒810-0051 Fukuoka, Chūō-ku, Ōhorikōen, 1−３ ボートハウス大濠パーク",33.589224509,130.3761642155,6,6,,open,false,gps,gps,Héron cendré,Ardea cinerea,Grey Heron,Aves,4954
25433479,2019-05-20 6:32:03 pm GMT+09:00,2019-05-20,2019-05-20 09:32:03 UTC,Osaka,384271,mattrempel,2019-05-20 09:32:56 UTC,2019-06-04 07:38:32 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25433479,https://inaturalist-open-data.s3.amazonaws.com/photos/39391403/medium.jpeg?1558344783,,"",,0,0,false,2,"Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5841674805,130.3769378662,,,,,false,gps,gps,annual fleabane,Erigeron annuus,annual fleabane,Plantae,76897
25433502,2019-05-20 6:32:51 pm GMT+09:00,2019-05-20,2019-05-20 09:32:51 UTC,Osaka,384271,mattrempel,2019-05-20 09:33:56 UTC,2019-06-04 07:37:43 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25433502,https://inaturalist-open-data.s3.amazonaws.com/photos/39391439/medium.jpeg?1558344842,,"",,0,0,false,2,"Maizuru Park, 1 Jonai, Chuo Ward, Fukuoka, 810-0043, Japan",33.586317205,130.3818248197,4,4,,,false,,,Plants,Plantae,plants,Plantae,47126
25489497,2019-05-21 3:06:44 pm GMT+09:00,2019-05-21,2019-05-21 06:06:44 UTC,Osaka,384271,mattrempel,2019-05-21 06:08:03 UTC,2019-06-04 07:37:05 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25489497,https://inaturalist-open-data.s3.amazonaws.com/photos/39487604/medium.jpeg?1558418890,,"",,0,0,false,2,"811-0202, Japan",33.6830558777,130.4327850342,,,,,false,gps,gps,bamboos,Bambusoideae,"bamboos, canes, and allies",Plantae,201656
25496139,2019/05/19 11:10 PM EDT,2019-05-19,2019-05-20 03:10:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:30 UTC,2019-05-21 12:20:10 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496139,https://inaturalist-open-data.s3.amazonaws.com/photos/39496015/medium.jpg?1558436355,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5926773069,130.3755279363,128,128,,open,false,,,Barn Swallow,Hirundo rustica,Barn Swallow,Aves,11901
25496142,2019/05/19 11:17 PM EDT,2019-05-19,2019-05-20 03:17:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:32 UTC,2019-09-24 01:32:41 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496142,https://inaturalist-open-data.s3.amazonaws.com/photos/39496059/medium.jpg?1558436412,,"",,1,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Amur Carp,Cyprinus rubrofuscus,Amur Carp,Actinopterygii,187316
25496143,2019/05/19 11:17 PM EDT,2019-05-19,2019-05-20 03:17:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:32 UTC,2019-05-21 13:17:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496143,https://inaturalist-open-data.s3.amazonaws.com/photos/39496104/medium.jpg?1558436491,,"",,2,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Aves,13851
25496144,2019/05/19 11:17 PM EDT,2019-05-19,2019-05-20 03:17:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:33 UTC,2019-07-17 11:59:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496144,https://inaturalist-open-data.s3.amazonaws.com/photos/39496249/medium.jpg?1558436771,,"",,1,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271
25496146,2019/05/19 11:18 PM EDT,2019-05-19,2019-05-20 03:18:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:35 UTC,2019-12-24 16:29:11 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496146,https://inaturalist-open-data.s3.amazonaws.com/photos/39496344/medium.jpg?1558436902,,"",,3,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930
25496147,2019/05/19 11:20 PM EDT,2019-05-19,2019-05-20 03:20:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:35 UTC,2020-10-16 01:37:13 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496147,https://inaturalist-open-data.s3.amazonaws.com/photos/39496572/medium.jpg?1558437264,,"",,2,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,巴西红耳龟,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271
25496148,2019/05/19 11:18 PM EDT,2019-05-19,2019-05-20 03:18:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:35 UTC,2019-05-31 08:26:08 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496148,https://inaturalist-open-data.s3.amazonaws.com/photos/39496489/medium.jpg?1558437100,,"",,3,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Rotwangenschmuckschildkröte,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271
25496150,2019/05/19 11:30 PM EDT,2019-05-19,2019-05-20 03:30:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:38 UTC,2019-06-04 07:34:46 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496150,https://inaturalist-open-data.s3.amazonaws.com/photos/39496584/medium.jpg?1558437285,,"",,1,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,,false,,,Japanese Tit,Parus minor,Japanese Tit,Aves,339692
25496151,2019/05/19 11:30 PM EDT,2019-05-19,2019-05-20 03:30:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:38 UTC,2019-07-14 03:48:11 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496151,https://inaturalist-open-data.s3.amazonaws.com/photos/39496595/medium.jpg?1558437300,,"",,1,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,,false,,,Japanese Tit,Parus minor,Japanese Tit,Aves,339692
25496152,2019/05/19 11:31 PM EDT,2019-05-19,2019-05-20 03:31:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:38 UTC,2019-06-04 07:34:03 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496152,https://inaturalist-open-data.s3.amazonaws.com/photos/39496603/medium.jpg?1558437316,,"",,0,0,false,,"1 Ohorikoen, Chuo Ward, Fukuoka, 810-0051, Japan",33.5864914,130.3762303,437,437,,open,false,,,Great Cormorant,Phalacrocorax carbo,Great Cormorant,Aves,4270
25496153,2019/05/20 5:20 AM EDT,2019-05-20,2019-05-20 09:20:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:40 UTC,2019-12-30 22:55:20 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496153,https://inaturalist-open-data.s3.amazonaws.com/photos/39496667/medium.jpg?1558437417,,"",,2,0,false,,"Chuo Ward, Fukuoka, Japan",33.5865710804,130.3730545645,367,367,,open,false,,,Héron cendré,Ardea cinerea,Grey Heron,Aves,4954
25496154,2019/05/20 5:22 AM EDT,2019-05-20,2019-05-20 09:22:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:41 UTC,2019-07-05 19:54:34 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496154,https://inaturalist-open-data.s3.amazonaws.com/photos/39496787/medium.jpg?1558437573,,"",,2,0,false,,"Fukuoka, JP",33.4660275847,130.260940473,367,28957,,obscured,true,,,Chinese Pond Turtle,Mauremys reevesii,Chinese Pond Turtle,Reptilia,39913
25496155,2019/05/20 5:25 AM EDT,2019-05-20,2019-05-20 09:25:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:41 UTC,2019-08-15 16:30:55 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496155,https://inaturalist-open-data.s3.amazonaws.com/photos/39496903/medium.jpg?1558437748,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5865710804,130.3730545645,367,367,,open,false,,,White Water-lily,Nymphaea alba,White Water-lily,Plantae,62009
25496158,2019/05/20 5:35 AM EDT,2019-05-20,2019-05-20 09:35:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:44 UTC,2019-05-25 18:00:20 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496158,https://inaturalist-open-data.s3.amazonaws.com/photos/39497067/medium.jpg?1558437925,,"",,1,0,false,,"Chuo Ward, Fukuoka, Japan",33.5865710804,130.3730545645,367,367,,,false,,,Lepisorus thunbergianus,Lepisorus thunbergianus,Weeping Fern,Plantae,164535
25496159,2019/05/20 11:38 PM EDT,2019-05-20,2019-05-21 03:38:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:44 UTC,2019-05-21 12:00:44 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496159,https://inaturalist-open-data.s3.amazonaws.com/photos/39497222/medium.jpg?1558438254,,"",,0,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,Flowering Plants,Angiospermae,flowering plants,Plantae,47125
25496160,2019/05/20 11:47 PM EDT,2019-05-20,2019-05-21 03:47:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:44 UTC,2020-08-24 18:02:30 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496160,https://inaturalist-open-data.s3.amazonaws.com/photos/39497238/medium.jpg?1558438299,,"",,1,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,Cystidia stratonice,Cystidia stratonice,,Insecta,714364
25496163,2019/05/20 11:49 PM EDT,2019-05-20,2019-05-21 03:49:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:47 UTC,2020-08-24 18:02:50 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496163,https://inaturalist-open-data.s3.amazonaws.com/photos/39497384/medium.jpg?1558438571,,"",,2,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,ゴマダラチョウ,Hestina persimilis,Siren,Insecta,129160
25496164,2019/05/20 11:57 PM EDT,2019-05-20,2019-05-21 03:57:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:48 UTC,2021-08-21 00:00:23 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496164,https://inaturalist-open-data.s3.amazonaws.com/photos/39497515/medium.jpg?1558438774,,"",,1,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,苦楝,Melia azedarach,Chinaberry,Plantae,53720
25496165,2019/05/20 11:57 PM EDT,2019-05-20,2019-05-21 03:57:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:48 UTC,2020-08-24 18:03:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496165,https://inaturalist-open-data.s3.amazonaws.com/photos/39497391/medium.jpg?1558438585,,"",,2,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,Common Bluebottle,Graphium sarpedon,Common Bluebottle,Insecta,125936
25496166,2019/05/21 12:07 AM EDT,2019-05-21,2019-05-21 04:07:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:51 UTC,2019-05-21 12:20:42 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496166,https://inaturalist-open-data.s3.amazonaws.com/photos/39497904/medium.jpg?1558439403,,"",,1,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,open,false,,,White-cheeked Starling,Spodiopsar cineraceus,White-cheeked Starling,Aves,547179
25496167,2019/05/21 12:03 AM EDT,2019-05-21,2019-05-21 04:03:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:51 UTC,2020-02-09 04:38:22 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496167,https://inaturalist-open-data.s3.amazonaws.com/photos/39497836/medium.jpg?1558439299,,"",,0,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,果馬蜂,Polistes jokahamae,Dark-waisted Paper Wasp,Insecta,354879
25496168,2019/05/20 11:59 PM EDT,2019-05-20,2019-05-21 03:59:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:51 UTC,2019-12-21 08:45:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496168,https://inaturalist-open-data.s3.amazonaws.com/photos/39497702/medium.jpg?1558439083,,"",,2,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,Patanga japonica,Patanga japonica,,Insecta,354752
25496169,2019/05/21 12:22 AM EDT,2019-05-21,2019-05-21 04:22:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:54 UTC,2019-06-12 13:17:43 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496169,https://inaturalist-open-data.s3.amazonaws.com/photos/39497916/medium.jpg?1558439414,,"",,1,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,open,false,,,Чёрный коршун,Milvus migrans,Black Kite,Aves,5268
25496172,2019/05/21 12:29 AM EDT,2019-05-21,2019-05-21 04:29:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:56 UTC,2019-05-21 17:59:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496172,https://inaturalist-open-data.s3.amazonaws.com/photos/39498000/medium.jpg?1558439518,,"",,3,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,open,false,,,Whimbrel,Numenius phaeopus,Whimbrel,Aves,3901
25496173,2019/05/21 12:28 AM EDT,2019-05-21,2019-05-21 04:28:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:56 UTC,2019-05-22 18:35:45 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496173,https://inaturalist-open-data.s3.amazonaws.com/photos/39497988/medium.jpg?1558439500,,"",,2,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
25496174,2019/05/21 12:31 AM EDT,2019-05-21,2019-05-21 04:31:00 UTC,Eastern Time (US & Canada),384271,mattrempel,2019-05-21 12:00:56 UTC,2020-06-29 15:59:24 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25496174,https://inaturalist-open-data.s3.amazonaws.com/photos/39498065/medium.jpg?1558439611,,"",,2,0,false,,"Fukuoka, JP-FO, JP",33.6839263083,130.4304208185,956,956,,,false,,,フナムシ属,Ligia,Sea Slaters,Animalia,55358
